Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
Zdeno Chara,NYI,D,72,125.16666666667,0,0,0,0,0,0.00,2,0.00,0.22,5,5,2,0,0,0,0,0,0,0,0,0,1,2,6,1,8,0,0,-
Joe Thornton,FLA,C,34,0.5,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jason Spezza,TOR,C,71,11.05,0,0,0,0,0,-,0,-,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,21,38.24
Duncan Keith,EDM,D,64,112.55,0,0,0,0,0,0.00,4,0.00,0.01,4,4,0,0,0,0,0,0,0,0,0,0,4,5,4,1,12,0,0,-
Ryan Suter,DAL,D,82,131.28333333333,0,0,0,0,0,0.00,2,0.00,0.2,4,4,2,0,1,0,6,3,3,0,0,0,4,1,3,0,10,0,0,-
Jeff Carter,PIT,C,76,111.18333333333,1,0,0,0,1,100.00,14,7.14,0.87,17,16,5,4,5,0,4,2,2,0,0,3,2,7,6,0,8,52,61,46.02
Dustin Brown,L.A,"L, R",64,1.3666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Zach Parise,NYI,L,82,124.3,2,0,0,0,2,100.00,11,18.18,1.16,14,13,8,4,2,0,0,0,0,0,0,2,1,1,2,0,9,3,1,75.00
Ryan Getzlaf,ANA,C,56,38.316666666667,0,0,0,0,0,0.00,0,-,0.0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,3,0,3,42,45,48.28
Brent Burns,S.J,D,82,223.73333333333,0,1,0,1,1,33.33,10,0.00,0.03,10,10,0,0,1,0,2,1,1,0,0,1,8,7,8,4,4,0,0,-
Brian Boyle,PIT,C,66,124.65,1,0,0,0,1,100.00,5,20.00,0.25,5,5,2,1,0,0,2,1,1,0,0,0,4,10,2,3,14,25,44,36.23
Corey Perry,T.B,R,82,1.8666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00
Loui Eriksson,ARI,L,73,93.333333333333,1,0,0,0,1,100.00,7,14.29,0.55,10,9,3,2,1,0,0,0,0,0,0,0,3,5,3,1,5,1,1,50.00
Patrice Bergeron,BOS,C,73,122.31666666667,0,3,1,2,3,100.00,13,0.00,1.11,16,15,10,4,2,2,8,4,4,0,0,1,0,3,6,1,10,90,90,50.00
Brad Richardson,"CGY, VAN",R,44,35.05,0,0,0,0,0,-,2,0.00,0.38,2,2,2,2,0,1,4,2,2,0,0,1,0,0,2,1,0,3,11,21.43
Nate Thompson,PHI,C,33,71.616666666667,0,0,0,0,0,-,3,0.00,0.78,5,5,5,5,1,0,0,0,0,0,0,0,2,3,1,1,5,26,20,56.52
Joe Pavelski,DAL,C,82,42.233333333333,0,0,0,0,0,-,1,0.00,0.12,2,2,2,1,0,0,0,0,0,0,0,0,1,2,0,0,2,10,15,40.00
Mark Giordano,"SEA, TOR",D,75,121.5,2,0,0,0,2,40.00,4,50.00,0.37,6,6,3,2,0,0,2,1,1,0,0,0,4,4,3,4,19,0,0,-
Alex Ovechkin,WSH,L,77,0.85,1,0,0,0,1,100.00,1,100.00,0.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Evgeni Malkin,PIT,C,41,0.38333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Andrew Ladd,ARI,L,51,38.95,0,0,0,0,0,-,1,0.00,0.05,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,-
Blake Wheeler,WPG,R,65,20.5,0,0,0,0,0,-,1,0.00,0.18,1,1,1,1,1,0,2,1,1,0,0,0,0,1,0,0,1,1,2,33.33
Alexander Radulov,DAL,R,71,2.3666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Blake Comeau,DAL,L,6,6.05,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,100.00
Alex Goligoski,MIN,D,72,83.166666666667,0,0,0,0,0,0.00,4,0.00,0.26,4,4,1,1,0,0,2,1,1,0,0,1,1,0,2,1,14,0,0,-
Andrej Sekera,DAL,D,32,28.833333333333,0,0,0,0,0,-,1,0.00,0.09,2,1,1,1,0,0,0,0,0,0,0,1,1,0,2,2,2,0,0,-
Alexander Edler,L.A,D,41,77.216666666667,0,1,0,1,1,25.00,3,0.00,0.08,3,3,1,0,0,0,0,0,0,0,0,1,3,1,3,3,8,0,0,-
Paul Stastny,WPG,C,71,95.133333333333,0,0,0,0,0,-,2,0.00,0.35,3,3,3,3,1,0,0,0,0,0,0,0,0,7,1,0,1,28,27,50.91
Sidney Crosby,PIT,C,69,8.5666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,55.56
Jack Johnson,COL,D,74,150.73333333333,0,1,0,1,1,100.00,2,0.00,0.0,2,2,0,0,0,0,0,0,0,0,0,3,4,2,7,3,16,0,0,-
Anze Kopitar,L.A,C,81,138.28333333333,0,1,0,1,1,50.00,5,0.00,0.46,7,7,4,2,0,0,0,0,0,0,0,1,5,2,4,1,0,78,84,48.15
Marc Staal,DET,D,71,157.55,0,0,0,0,0,0.00,5,0.00,0.06,5,5,0,0,1,0,4,2,2,0,0,0,3,3,10,0,13,0,0,-
T.J. Oshie,WSH,R,44,14.566666666667,0,1,1,0,1,inf,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0.00
Andrew Cogliano,"COL, S.J",C,74,130.53333333333,1,1,1,0,2,100.00,8,12.50,0.62,8,8,6,3,0,0,2,1,1,0,0,4,3,5,2,2,1,1,3,25.00
Marc-Edouard Vlasic,S.J,D,75,63.2,0,0,0,0,0,0.00,2,0.00,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,-
Kris Letang,PIT,D,78,111.78333333333,0,0,0,0,0,0.00,2,0.00,0.09,3,3,0,0,0,0,0,0,0,0,0,1,5,4,10,1,9,0,0,-
Kris Russell,EDM,D,31,54.5,0,0,0,0,0,0.00,2,0.00,0.1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,5,1,16,0,0,-
Keith Yandle,PHI,D,77,1.8,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
Darren Helm,COL,C,68,129.81666666667,1,1,1,0,2,50.00,14,7.14,1.07,19,16,10,2,2,0,0,0,0,0,0,1,1,8,4,0,12,40,57,41.24
Ryan Reaves,NYR,R,69,0.05,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Anton Stralman,ARI,D,74,215.13333333333,0,0,0,0,0,-,1,0.00,0.01,2,2,0,0,1,0,0,0,0,0,0,2,3,4,10,3,18,0,0,-
Patric Hornqvist,FLA,R,65,0.26666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Andy Greene,NYI,D,69,117.51666666667,0,0,0,0,0,0.00,3,0.00,0.2,4,4,2,0,1,0,0,0,0,0,0,1,6,3,2,4,12,0,0,-
Alex Biega,TOR,D,2,0.65,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Brad Marchand,BOS,L,70,115.98333333333,2,0,0,0,2,66.67,9,22.22,1.32,14,12,9,6,2,0,2,1,1,0,0,0,3,8,6,5,4,1,1,50.00
Nick Foligno,BOS,L,64,25.183333333333,0,0,0,0,0,-,2,0.00,0.14,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,40.00
Erik Johnson,COL,D,77,199.01666666667,1,1,0,1,2,66.67,10,10.00,0.4,14,11,6,2,0,0,2,1,1,0,0,0,4,7,35,3,36,0,0,-
Kyle Okposo,BUF,R,74,104.6,2,0,0,0,2,100.00,13,15.38,0.85,16,14,8,2,2,1,2,1,1,0,0,1,1,2,1,2,4,20,21,48.78
Trevor Lewis,CGY,C,80,136.68333333333,1,0,0,0,1,100.00,5,20.00,0.47,8,8,4,2,1,0,0,0,0,0,0,3,0,3,9,4,5,19,29,39.58
Milan Lucic,CGY,L,82,0.61666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Cal Clutterbuck,NYI,R,59,116.5,1,0,0,0,1,100.00,7,14.29,0.83,11,10,9,4,3,0,2,1,1,0,0,0,2,3,10,5,6,0,1,0.00
Jeff Petry,MTL,D,68,158.66666666667,0,1,0,1,1,25.00,9,0.00,0.06,10,10,1,0,0,0,2,1,1,0,0,3,7,1,11,1,21,0,0,-
Claude Giroux,"FLA, PHI","C, R",75,61.05,0,0,0,0,0,0.00,6,0.00,0.48,7,7,3,2,1,0,0,0,0,0,0,0,2,2,2,0,2,97,52,65.10
Jordan Staal,CAR,C,78,172.8,0,0,0,0,0,-,13,0.00,1.04,17,16,10,7,2,1,0,0,0,0,0,4,7,10,3,1,2,76,72,51.35
Derick Brassard,"EDM, PHI",C,46,1.0666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00
Phil Kessel,ARI,"C, R",82,2.0833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Nicklas Backstrom,WSH,C,47,5.1833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,10.00
Jonathan Toews,CHI,C,71,97.7,1,0,0,0,1,100.00,6,16.67,0.31,7,6,4,2,3,0,4,2,2,0,0,1,2,6,2,2,5,99,95,51.03
Mathieu Perreault,MTL,C,25,0.76666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Alex Killorn,T.B,"C, L",82,144.45,0,0,0,0,0,-,10,0.00,1.26,15,11,10,7,2,1,2,1,1,0,0,1,2,14,9,6,3,0,5,0.00
Jamie Benn,DAL,L,82,62.166666666667,1,0,0,0,1,100.00,1,100.00,0.21,1,1,1,1,0,0,2,1,1,0,0,1,1,3,1,0,3,20,23,46.51
Nick Bonino,S.J,C,80,129.38333333333,1,0,0,0,1,100.00,8,12.50,0.4,13,12,2,0,0,0,0,0,0,0,0,0,2,8,0,0,2,34,49,40.96
Ian Cole,CAR,D,75,188.15,0,1,0,1,1,33.33,1,0.00,0.0,1,1,0,0,0,0,2,1,1,0,0,2,7,4,6,6,22,0,0,-
Justin Braun,"NYR, PHI",D,69,148.4,0,0,0,0,0,0.00,2,0.00,0.0,3,2,0,0,0,0,2,1,1,0,0,0,6,3,4,0,22,0,0,-
Kevin Shattenkirk,ANA,D,82,178.86666666667,0,0,0,0,0,0.00,5,0.00,0.01,6,6,0,0,0,0,0,0,0,0,0,2,6,8,1,1,26,0,1,0.00
Pat Maroon,T.B,L,81,1.4166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,-
James van Riemsdyk,PHI,L,82,0.83333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Paul Byron,MTL,L,27,38.366666666667,0,0,0,0,0,-,4,0.00,0.42,4,4,3,1,0,0,0,0,0,0,0,0,2,1,3,0,0,3,9,25.00
Sam Gagner,DET,C,81,191.2,1,0,0,0,1,50.00,19,5.26,1.36,24,22,11,5,1,2,4,2,2,0,0,0,2,4,4,3,10,36,70,33.96
Logan Couture,S.J,C,77,146.33333333333,2,1,1,0,3,100.00,22,9.09,1.44,24,22,13,7,6,0,4,2,2,0,0,4,1,10,4,2,6,83,106,43.92
P.K. Subban,N.J,D,77,67.816666666667,0,1,0,1,1,50.00,1,0.00,0.06,3,2,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,0,-
Riley Nash,"ARI, T.B, WPG",C,49,74.066666666667,0,0,0,0,0,0.00,2,0.00,0.25,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,43,51,45.74
Thomas Hickey,NYI,D,2,6.0,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
Brad Malone,EDM,C,8,10.5,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,25.00
Brendan Smith,CAR,D,45,48.95,0,0,0,0,0,0.00,1,0.00,0.0,2,1,1,0,0,0,2,1,1,0,0,0,1,1,4,1,5,0,0,-
Colton Sceviour,EDM,C,35,54.316666666667,0,1,1,0,1,100.00,6,0.00,0.63,8,7,4,1,0,0,0,0,0,0,0,1,0,0,1,0,4,6,4,60.00
David Perron,STL,L,67,0.96666666666667,0,0,0,0,0,0.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Patrick Kane,CHI,R,78,2.6833333333333,0,0,0,0,0,-,0,-,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Robert Bortuzzo,STL,D,73,155.55,0,0,0,0,0,0.00,1,0.00,0.0,1,1,0,0,1,0,2,1,1,0,0,2,6,1,9,2,20,0,0,-
Evgenii Dadonov,VGK,R,78,0.45,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Mikael Backlund,CGY,C,82,165.73333333333,0,0,0,0,0,-,24,0.00,2.54,36,31,23,10,5,2,0,0,0,0,0,1,3,10,1,1,4,64,82,43.84
Ryan McDonagh,T.B,D,71,228.3,0,0,0,0,0,0.00,2,0.00,0.0,2,2,0,0,1,0,2,1,1,0,0,1,0,5,11,0,18,0,1,0.00
Max Pacioretty,VGK,L,39,0.38333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jakub Voracek,CBJ,R,79,1.7,0,0,0,0,0,-,1,0.00,0.09,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Jake Muzzin,TOR,D,47,122.21666666667,0,1,1,0,1,50.00,4,0.00,0.18,6,6,3,1,1,0,0,0,0,0,0,0,7,3,4,3,9,0,0,-
Alec Martinez,VGK,D,26,31.433333333333,0,0,0,0,0,-,2,0.00,0.0,2,2,0,0,1,0,0,0,0,0,0,0,1,2,1,1,4,0,0,-
Carl Hagelin,WSH,L,53,100.75,0,1,1,0,1,50.00,5,0.00,0.33,8,6,3,1,1,0,2,1,1,0,0,1,1,5,2,1,2,1,2,33.33
Lars Eller,WSH,C,72,119.03333333333,0,0,0,0,0,0.00,8,0.00,1.48,14,12,11,7,4,2,0,0,0,0,0,3,2,7,4,2,5,65,86,43.05
Wayne Simmonds,TOR,R,72,0.6,0,0,0,0,0,-,1,0.00,0.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Nick Holden,OTT,D,76,243.31666666667,0,0,0,0,0,0.00,6,0.00,0.04,9,7,1,0,1,0,0,0,0,0,0,1,7,3,10,5,22,0,1,0.00
Jay Beagle,ARI,C,33,67.15,0,0,0,0,0,-,3,0.00,0.17,3,3,2,1,1,0,0,0,0,0,0,0,1,2,0,1,3,45,43,51.14
Drew Doughty,L.A,D,39,78.366666666667,0,0,0,0,0,0.00,4,0.00,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,2,1,7,0,0,-
Steven Stamkos,T.B,C,81,32.516666666667,0,0,0,0,0,-,0,-,0.04,1,1,1,0,0,0,4,2,2,0,0,0,0,1,0,0,2,46,40,53.49
Alex Pietrangelo,VGK,D,80,197.03333333333,1,3,0,3,4,80.00,11,9.09,0.32,14,12,4,0,0,0,4,2,2,0,0,0,5,10,5,2,28,0,0,-
Zach Bogosian,T.B,D,48,19.933333333333,0,0,0,0,0,-,1,0.00,0.0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,-
Luke Schenn,VAN,D,66,123.88333333333,1,0,0,0,1,50.00,2,50.00,0.93,3,3,1,0,0,0,0,0,0,0,0,0,3,2,16,3,22,0,0,-
Josh Bailey,NYI,"C, R",74,80.5,0,0,0,0,0,0.00,3,0.00,0.28,4,4,2,2,0,0,0,0,0,0,0,0,0,5,0,1,2,3,1,75.00
Tyler Myers,VAN,D,82,202.96666666667,0,0,0,0,0,0.00,2,0.00,0.35,4,2,2,0,0,0,0,0,0,0,0,0,6,6,18,3,24,0,0,-
Erik Karlsson,S.J,D,50,74.616666666667,0,0,0,0,0,-,1,0.00,0.03,2,2,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,-
Michael Del Zotto,OTT,D,26,11.716666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-
Jordan Eberle,SEA,"C, R",79,1.1,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,-
Tyler Ennis,OTT,"C, R",57,1.0166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
John Carlson,WSH,D,78,135.08333333333,0,3,1,2,3,60.00,2,0.00,0.14,6,5,1,0,0,1,2,1,1,0,0,0,4,5,4,0,10,0,0,-
Roman Josi,NSH,D,80,58.333333333333,0,0,0,0,0,-,4,0.00,0.22,5,5,1,1,0,0,2,1,1,0,0,0,1,1,1,0,9,0,0,-
Justin Schultz,WSH,D,74,3.2166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Travis Hamonic,"OTT, VAN",D,43,81.95,0,0,0,0,0,0.00,4,0.00,0.12,6,5,2,0,0,0,0,0,0,0,0,1,2,1,2,1,11,0,0,-
Derek Stepan,CAR,C,58,57.833333333333,0,0,0,0,0,-,6,0.00,0.36,7,6,4,3,1,0,0,0,0,0,0,0,2,5,1,0,0,42,22,65.63
Marco Scandella,STL,D,70,154.83333333333,0,2,1,1,2,100.00,7,0.00,0.04,9,8,1,0,3,0,0,0,0,0,0,1,4,1,9,2,20,0,0,-
Michael Stone,CGY,D,11,10.666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-
Adam Henrique,ANA,C,58,6.6166666666667,0,0,0,0,0,-,1,0.00,0.09,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,44.44
TJ Brodie,TOR,D,82,186.66666666667,0,2,0,2,2,28.57,2,0.00,0.01,3,3,0,0,0,0,6,3,3,0,0,1,6,3,7,4,11,0,0,-
Gustav Nyquist,CBJ,C,82,145.66666666667,4,0,0,0,4,80.00,16,25.00,1.64,22,21,15,5,3,0,2,1,1,0,0,4,0,7,5,2,8,3,2,60.00
Derek Grant,ANA,C,71,168.31666666667,1,1,1,0,2,100.00,12,8.33,1.12,16,14,7,6,1,0,0,0,0,0,0,1,2,8,2,2,8,80,95,45.71
Greg Pateryn,ANA,D,10,24.533333333333,0,0,0,0,0,0.00,2,0.00,0.09,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-
Mark Borowiecki,NSH,D,57,103.5,0,0,0,0,0,-,2,0.00,0.02,2,2,0,0,0,0,7,2,1,1,0,2,1,2,13,0,16,0,0,-
Matt Martin,NYI,L,71,1.5333333333333,0,0,0,0,0,-,1,0.00,0.06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Cam Atkinson,PHI,R,73,127.7,3,0,0,0,3,75.00,17,17.65,1.66,22,21,15,6,5,1,2,1,1,0,0,0,4,6,0,0,7,1,4,20.00
Jared Spurgeon,MIN,D,65,129.88333333333,0,0,0,0,0,0.00,0,-,0.0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,5,0,11,0,0,-
Jordie Benn,MIN,D,39,33.533333333333,0,0,0,0,0,-,1,0.00,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,-
Antoine Roussel,ARI,L,53,91.466666666667,0,0,0,0,0,-,3,0.00,0.28,6,5,2,2,0,0,2,1,1,0,0,0,2,1,5,3,9,5,8,38.46
Tyler Johnson,CHI,C,26,2.3333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Mike Hoffman,MTL,C,67,1.6666666666667,0,0,0,0,0,0.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Tyler Bozak,STL,C,50,67.2,1,1,1,0,2,66.67,5,20.00,0.19,6,5,1,0,1,0,0,0,0,0,0,0,4,6,0,0,6,14,27,34.15
Marcus Johansson,"SEA, WSH",L,69,1.7166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Kyle Palmieri,NYI,"C, R",69,15.75,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,100.00
Ryan O'Reilly,STL,C,78,145.56666666667,0,1,1,0,1,100.00,11,0.00,1.04,13,12,7,5,3,1,0,0,0,0,0,2,2,4,1,3,6,130,104,55.56
Kyle Clifford,"STL, TOR",L,25,4.4833333333333,0,0,0,0,0,-,2,0.00,0.35,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00
Alex Chiasson,VAN,R,67,0.28333333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.00
Jakob Silfverberg,ANA,R,53,114.5,0,0,0,0,0,0.00,10,0.00,0.62,11,10,7,0,0,0,2,1,1,0,0,1,2,4,1,1,7,2,3,40.00
John Tavares,TOR,C,79,1.3833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.67
Victor Hedman,T.B,D,82,163.75,0,0,0,0,0,0.00,2,0.00,0.24,6,4,2,1,0,0,0,0,0,0,0,2,4,6,5,6,8,0,0,-
Matt Duchene,NSH,C,78,2.7666666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,0,100.00
Evander Kane,EDM,L,43,17.0,2,1,1,0,3,75.00,3,66.67,0.34,3,3,2,2,1,0,2,1,1,0,0,1,0,0,0,0,0,0,0,-
Brayden Schenn,STL,C,62,30.266666666667,0,0,0,0,0,0.00,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,7,12,36.84
Oliver Ekman-Larsson,VAN,D,79,159.21666666667,0,0,0,0,0,0.00,9,0.00,0.14,14,12,1,0,2,0,6,3,3,0,0,2,1,3,5,4,15,0,0,-
Nazem Kadri,COL,C,71,33.65,0,0,0,0,0,-,2,0.00,0.26,3,2,2,0,0,0,0,0,0,0,0,2,0,1,2,0,0,25,31,44.64
Ryan Ellis,PHI,D,4,9.65,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
Calvin de Haan,CHI,D,69,111.08333333333,0,0,0,0,0,0.00,4,0.00,0.05,5,5,0,0,2,0,0,0,0,0,0,0,9,2,12,1,23,0,0,-
Zack Kassian,EDM,R,58,2.2833333333333,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,-
Dmitry Kulikov,MIN,D,80,154.41666666667,0,0,0,0,0,-,5,0.00,0.15,6,5,2,1,0,0,0,0,0,0,0,2,2,0,3,2,17,0,0,-
Nick Leddy,"DET, STL",D,75,27.166666666667,0,0,0,0,0,-,0,-,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,-
Chris Kreider,NYR,L,81,120.36666666667,3,0,0,0,3,100.00,11,27.27,1.17,16,13,8,5,2,2,0,0,0,0,0,0,2,7,4,2,6,3,3,50.00
